Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Costume theme (product.metafields.shopify.costume-theme),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
shorts-black-mpg6,,,,,,,,,xl,,,,,,,,W393MYD12C-4,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
shorts-black-mpg6,,,,,,,,,m,,,,,,,,W393MYD12C-5,0,shopify,5,deny,manual,1500,1950,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-white-qm3h,Skirts - White,<p>Stylish skirts - white for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393NDJY642A-1,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908790/brownbutter_products/W393NDJY642A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-white-qm3h,,,,,,,,,xs,,,,,,,,W393NDJY642A-2,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908792/brownbutter_products/W393NDJY642A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-white-qm3h,,,,,,,,,l,,,,,,,,W393NDJY642A-3,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-white-qm3h,,,,,,,,,xl,,,,,,,,W393NDJY642A-4,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-white-qm3h,,,,,,,,,m,,,,,,,,W393NDJY642A-5,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-black-bqam,Skirts - Black,<p>Trending skirts - black collection</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W393NDJY642C-1,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908793/brownbutter_products/W393NDJY642C_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-black-bqam,,,,,,,,,xs,,,,,,,,W393NDJY642C-2,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908794/brownbutter_products/W393NDJY642C_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-black-bqam,,,,,,,,,l,,,,,,,,W393NDJY642C-3,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-black-bqam,,,,,,,,,xl,,,,,,,,W393NDJY642C-4,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-black-bqam,,,,,,,,,m,,,,,,,,W393NDJY642C-5,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-beige-ec92,One Piece - Beige,<p>Premium quality one piece - beige</p>,BrownButter,Apparel & Accessories > Clothing > One-Pieces,One-Pieces,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W395ZJ10177-1,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775819012/brownbutter_products/W395ZJ10177_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
one-piece-beige-ec92,,,,,,,,,xs,,,,,,,,W395ZJ10177-2,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775819013/brownbutter_products/W395ZJ10177_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
one-piece-beige-ec92,,,,,,,,,l,,,,,,,,W395ZJ10177-3,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775819015/brownbutter_products/W395ZJ10177_3.jpg,3,,,,,,,,,,,,,,,,kg,,,
one-piece-beige-ec92,,,,,,,,,xl,,,,,,,,W395ZJ10177-4,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
one-piece-beige-ec92,,,,,,,,,m,,,,,,,,W395ZJ10177-5,0,shopify,5,deny,manual,1800,2340,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-brown-9tht,Blouses - Brown,<p>Stylish blouses - brown for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W395ZJ2621A-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659813/brownbutter_products/W395ZJ2621A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-brown-9tht,,,,,,,,,xs,,,,,,,,W395ZJ2621A-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659814/brownbutter_products/W395ZJ2621A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-brown-9tht,,,,,,,,,l,,,,,,,,W395ZJ2621A-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-brown-9tht,,,,,,,,,xl,,,,,,,,W395ZJ2621A-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-brown-9tht,,,,,,,,,m,,,,,,,,W395ZJ2621A-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-sky-blue-9enm,Blouses - Sky Blue,<p>Comfortable and fashionable blouses - sky blue</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W395ZJ2621B-1,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659815/brownbutter_products/W395ZJ2621B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-sky-blue-9enm,,,,,,,,,xs,,,,,,,,W395ZJ2621B-2,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659816/brownbutter_products/W395ZJ2621B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-sky-blue-9enm,,,,,,,,,l,,,,,,,,W395ZJ2621B-3,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-sky-blue-9enm,,,,,,,,,xl,,,,,,,,W395ZJ2621B-4,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-sky-blue-9enm,,,,,,,,,m,,,,,,,,W395ZJ2621B-5,0,shopify,5,deny,manual,1100,1430,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-light-beige-27uo,Skirts - Light Beige,<p>Must-have skirts - light beige</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W395ZJ6623A-1,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908795/brownbutter_products/W395ZJ6623A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-light-beige-27uo,,,,,,,,,xs,,,,,,,,W395ZJ6623A-2,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908796/brownbutter_products/W395ZJ6623A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-light-beige-27uo,,,,,,,,,l,,,,,,,,W395ZJ6623A-3,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-light-beige-27uo,,,,,,,,,xl,,,,,,,,W395ZJ6623A-4,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-light-beige-27uo,,,,,,,,,m,,,,,,,,W395ZJ6623A-5,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-c2w7,Skirts - Dark Grey,<p>Premium quality skirts - dark grey</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W396WW4754B-1,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908798/brownbutter_products/W396WW4754B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-dark-grey-c2w7,,,,,,,,,xs,,,,,,,,W396WW4754B-2,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908799/brownbutter_products/W396WW4754B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-c2w7,,,,,,,,,l,,,,,,,,W396WW4754B-3,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-c2w7,,,,,,,,,xl,,,,,,,,W396WW4754B-4,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-dark-grey-c2w7,,,,,,,,,m,,,,,,,,W396WW4754B-5,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-grey-niyg,Skirts - Grey,<p>Premium quality skirts - grey</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W396WW4754E-1,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908800/brownbutter_products/W396WW4754E_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-grey-niyg,,,,,,,,,xs,,,,,,,,W396WW4754E-2,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908801/brownbutter_products/W396WW4754E_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-grey-niyg,,,,,,,,,l,,,,,,,,W396WW4754E-3,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-grey-niyg,,,,,,,,,xl,,,,,,,,W396WW4754E-4,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-grey-niyg,,,,,,,,,m,,,,,,,,W396WW4754E-5,0,shopify,5,deny,manual,1400,1820,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-maroon-wple,Skirts - Maroon,<p>Comfortable and fashionable skirts - maroon</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W396WW7144B-1,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908802/brownbutter_products/W396WW7144B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-maroon-wple,,,,,,,,,xs,,,,,,,,W396WW7144B-2,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908803/brownbutter_products/W396WW7144B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-maroon-wple,,,,,,,,,l,,,,,,,,W396WW7144B-3,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-maroon-wple,,,,,,,,,xl,,,,,,,,W396WW7144B-4,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-maroon-wple,,,,,,,,,m,,,,,,,,W396WW7144B-5,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-beige-geuv,Skirts - Beige,<p>Stylish skirts - beige for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W396WW7144C-1,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908805/brownbutter_products/W396WW7144C_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-beige-geuv,,,,,,,,,xs,,,,,,,,W396WW7144C-2,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908806/brownbutter_products/W396WW7144C_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-beige-geuv,,,,,,,,,l,,,,,,,,W396WW7144C-3,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-beige-geuv,,,,,,,,,xl,,,,,,,,W396WW7144C-4,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-beige-geuv,,,,,,,,,m,,,,,,,,W396WW7144C-5,0,shopify,5,deny,manual,1600,2080,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-white-u6ma,Skirts - White,<p>Must-have skirts - white</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W396WW7733A-1,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908807/brownbutter_products/W396WW7733A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-white-u6ma,,,,,,,,,xs,,,,,,,,W396WW7733A-2,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908808/brownbutter_products/W396WW7733A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-white-u6ma,,,,,,,,,l,,,,,,,,W396WW7733A-3,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-white-u6ma,,,,,,,,,xl,,,,,,,,W396WW7733A-4,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-white-u6ma,,,,,,,,,m,,,,,,,,W396WW7733A-5,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-green-6epy,Blouses - Green,<p>Must-have blouses - green</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W3972695-1,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659817/brownbutter_products/W3972695_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-green-6epy,,,,,,,,,xs,,,,,,,,W3972695-2,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659818/brownbutter_products/W3972695_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-green-6epy,,,,,,,,,l,,,,,,,,W3972695-3,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-green-6epy,,,,,,,,,xl,,,,,,,,W3972695-4,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-green-6epy,,,,,,,,,m,,,,,,,,W3972695-5,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-yepb,Blouses - Black,<p>Stylish blouses - black for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W397A526A-1,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659819/brownbutter_products/W397A526A_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-black-yepb,,,,,,,,,xs,,,,,,,,W397A526A-2,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659821/brownbutter_products/W397A526A_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-black-yepb,,,,,,,,,l,,,,,,,,W397A526A-3,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-yepb,,,,,,,,,xl,,,,,,,,W397A526A-4,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-yepb,,,,,,,,,m,,,,,,,,W397A526A-5,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-light-purple-908p,Blouses - Light Purple,<p>Must-have blouses - light purple</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W397A526C-1,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659822/brownbutter_products/W397A526C_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-light-purple-908p,,,,,,,,,xs,,,,,,,,W397A526C-2,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659823/brownbutter_products/W397A526C_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-light-purple-908p,,,,,,,,,l,,,,,,,,W397A526C-3,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-light-purple-908p,,,,,,,,,xl,,,,,,,,W397A526C-4,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-light-purple-908p,,,,,,,,,m,,,,,,,,W397A526C-5,0,shopify,5,deny,manual,800,1040,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-pij8,Blouses - Black,<p>Premium quality blouses - black</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W397A9275-1,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659824/brownbutter_products/W397A9275_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-black-pij8,,,,,,,,,xs,,,,,,,,W397A9275-2,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659825/brownbutter_products/W397A9275_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-black-pij8,,,,,,,,,l,,,,,,,,W397A9275-3,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-pij8,,,,,,,,,xl,,,,,,,,W397A9275-4,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-black-pij8,,,,,,,,,m,,,,,,,,W397A9275-5,0,shopify,5,deny,manual,900,1170,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-grey-zgb8,Blouses - Grey,<p>Must-have blouses - grey</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W397A9312-1,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659826/brownbutter_products/W397A9312_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-grey-zgb8,,,,,,,,,xs,,,,,,,,W397A9312-2,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659828/brownbutter_products/W397A9312_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-grey-zgb8,,,,,,,,,l,,,,,,,,W397A9312-3,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-grey-zgb8,,,,,,,,,xl,,,,,,,,W397A9312-4,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-grey-zgb8,,,,,,,,,m,,,,,,,,W397A9312-5,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-red-i75i,Skirts - Red,<p>Stylish skirts - red for everyday wear</p>,BrownButter,Apparel & Accessories > Clothing > Skirts,Skirts,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W397A9326-1,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908809/brownbutter_products/W397A9326_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
skirts-red-i75i,,,,,,,,,xs,,,,,,,,W397A9326-2,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775908811/brownbutter_products/W397A9326_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
skirts-red-i75i,,,,,,,,,l,,,,,,,,W397A9326-3,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-red-i75i,,,,,,,,,xl,,,,,,,,W397A9326-4,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
skirts-red-i75i,,,,,,,,,m,,,,,,,,W397A9326-5,0,shopify,5,deny,manual,1200,1560,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-coffee-brown-tyxp,Blouses - Coffee Brown,<p>Comfortable and fashionable blouses - coffee brown</p>,BrownButter,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouses,"brownbutter, indian-fashion, new-arrival, premium, women",TRUE,Size,s,product.metafields.shopify.size,,,,,,,W397A9399B-1,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659829/brownbutter_products/W397A9399B_1.jpg,1,,FALSE,,,adults,blue,,casual; everyday,,polyester,s; xs; l; xl; m,,,female,,kg,,,active
blouses-coffee-brown-tyxp,,,,,,,,,xs,,,,,,,,W397A9399B-2,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,https://res.cloudinary.com/dti84w6xv/image/upload/v1775659830/brownbutter_products/W397A9399B_2.jpg,2,,,,,,,,,,,,,,,,kg,,,
blouses-coffee-brown-tyxp,,,,,,,,,l,,,,,,,,W397A9399B-3,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-coffee-brown-tyxp,,,,,,,,,xl,,,,,,,,W397A9399B-4,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
blouses-coffee-brown-tyxp,,,,,,,,,m,,,,,,,,W397A9399B-5,0,shopify,5,deny,manual,1000,1300,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,kg,,,
